iter	Logloss
130	0.09157726237
131	0.0913990466
132	0.09128768919
133	0.09116419215
134	0.09092995973
135	0.09081629836
136	0.09064405063
137	0.0902616237
138	0.09016165926
139	0.08984650155
140	0.08969577574
141	0.08959742481
142	0.08951615325
143	0.08935971464
144	0.08919123662
145	0.0890710826
146	0.08897361925
147	0.08892948325
148	0.08888553384
149	0.08877274995
150	0.08866508845
151	0.08852722837
152	0.08837621365
153	0.08834097128
154	0.08821277188
155	0.08798962777
156	0.08779667861
157	0.08773176949
158	0.08764426316
159	0.08745528372
160	0.08730727309
161	0.08721387477
162	0.0869679751
163	0.08678121695
164	0.08661649796
165	0.0864971042
166	0.08645288564
167	0.08625789336
168	0.08612722075
169	0.08604237106
170	0.08596396771
171	0.08590687093
172	0.08586370576
173	0.08579408976
174	0.08576019101
175	0.08561645686
176	0.08543232833
177	0.08535017828
178	0.085140801
179	0.0850351977
180	0.08485751355
181	0.08476347544
182	0.08464228096
183	0.08460918097
184	0.08436154032
185	0.08424048727
186	0.08415885445
187	0.08408188869
188	0.08399669652
189	0.0839525484
190	0.08356687533
191	0.08344142772
192	0.08322595205
193	0.08317519994
194	0.08313213568
195	0.08308682352
196	0.08293564647
197	0.0828134025
198	0.082785056
199	0.0826391221
200	0.08258118509
201	0.08245508183
202	0.08226572608
203	0.08216353405
204	0.08212387698
205	0.08196040509
206	0.08192326649
207	0.08188074365
208	0.08178640531
209	0.08173615069
210	0.08170782071
211	0.08163169807
212	0.08149984574
213	0.08146083256
214	0.0814146701
215	0.08137311357
216	0.0813439762
217	0.08131336423
218	0.08125932352
219	0.08121199804
220	0.08116748595
221	0.08113579835
222	0.08107017822
223	0.08101070442
224	0.08093112654
225	0.08084547318
226	0.08077187079
227	0.08065216794
228	0.08059699881
229	0.08055072104
230	0.08051640799
231	0.08023827734
232	0.08016589374
233	0.08014285115
234	0.08008527714
235	0.08005025414
236	0.08003053364
237	0.0799888455
238	0.07997226576
239	0.07986798875
240	0.07977053171
241	0.07972507219
242	0.07963240178
243	0.07952030796
244	0.07946071072
245	0.07944667622
246	0.07938891953
247	0.07932029799
248	0.07927379551
249	0.07922879488
250	0.07917485313
251	0.07915791115
252	0.07909212235
253	0.07905859033
254	0.07900399641
255	0.0789367377
256	0.07889361971
257	0.07885510325
258	0.07880762734
259	0.07878179694
260	0.07845424634
261	0.0783455946
262	0.07815508088
263	0.07813827885
264	0.07806815046
265	0.07796645896
266	0.07790544454
267	0.07785242053
268	0.07782230155
269	0.07777720131
270	0.07772101094
271	0.07767461167
272	0.07763403477
273	0.07759925572
274	0.07755241396
275	0.0775248757
276	0.07731311962
277	0.0772491677
278	0.07716408132
279	0.07713281925
280	0.07707644914
281	0.07699902881
282	0.07696123801
283	0.07692880913
284	0.07684033828
285	0.0768084573
286	0.07679577683
287	0.07676980508
288	0.07671561941
289	0.07665182601
290	0.07662210204
291	0.07654052995
292	0.07650273526
293	0.07643092555
294	0.07638183209
295	0.07636324931
296	0.0763339426
297	0.07631934511
298	0.07625900275
299	0.07623468374
300	0.07619568789
301	0.07614421673
302	0.07607655129
303	0.07600941618
304	0.07596550113
305	0.07588451095
306	0.07581775729
307	0.07575765471
308	0.07572085074
309	0.07567406541
310	0.07559699477
311	0.0755223709
312	0.07546592263
313	0.07542881853
314	0.07536801613
315	0.07532881025
316	0.07526327623
317	0.07519476486
318	0.07515091508
319	0.075102877
320	0.07504722315
321	0.07500729998
322	0.07494942111
323	0.07489797937
324	0.07484110413
325	0.0748175455
326	0.07478794018
327	0.07474637019
328	0.07473793756
329	0.07471557485
330	0.07470625215
331	0.07467205924
332	0.07463160068
333	0.07460021617
334	0.07456025145
335	0.07454273999
336	0.0744347358
337	0.07432607182
338	0.07430421096
339	0.07423261859
340	0.0742115481
341	0.0741825649
342	0.07413990618
343	0.07407037168
344	0.07400072203
345	0.07397660007
346	0.07394211102
347	0.07390200961
348	0.07387501409
349	0.07382860479
350	0.07376716751
351	0.07373326165
352	0.07370285746
353	0.07365484197
354	0.07361744791
355	0.07357548313
356	0.07355441232
357	0.07352455305
358	0.07348203604
359	0.07344525484
360	0.07329813791
361	0.07326989717
362	0.07322688206
363	0.07320828203
364	0.0731503353
365	0.07310519864
366	0.07307058633
367	0.07303531003
368	0.07297656028
369	0.0729482647
370	0.07290537225
371	0.07287132046
372	0.07282720226
373	0.0727993684
374	0.07277649923
375	0.0727583384
376	0.07272238893
377	0.07270751804
378	0.07269418334
379	0.07264417865
380	0.07263500973
381	0.07259314682
382	0.07250824035
383	0.07247172159
384	0.07245194527
385	0.07240016463
386	0.07238490704
387	0.07232705176
388	0.07229606684
389	0.07227553171
390	0.07224953543
391	0.07220060945
392	0.07209185256
393	0.07203770597
394	0.07199428123
395	0.07195284007
396	0.07193568672
397	0.07189911615
398	0.0718933385
399	0.07186581914
400	0.07180058887
401	0.07176159316
402	0.07173131383
403	0.07169758852
404	0.07165521044
405	0.07162274872
406	0.07159846591
407	0.07154711932
408	0.07151166762
409	0.07142727657
410	0.07140423231
411	0.07135037838
412	0.07128611524
413	0.07121499118
414	0.07116570432
415	0.07111623333
416	0.07109314177
417	0.07105488334
418	0.07101954755
419	0.07093083743
420	0.07087692707
421	0.07085953145
422	0.07083981941
423	0.0708060823
424	0.07076466707
425	0.0707274035
426	0.07068617234
427	0.07065117956
428	0.07063580289
429	0.07062040683
430	0.07058973519
431	0.07057176201
432	0.07054021263
433	0.07050902256
434	0.07047748112
435	0.07044724012
436	0.07042124228
437	0.07037688346
438	0.07032914759
439	0.07027929449
440	0.07024064185
441	0.0702129509
442	0.07017302962
443	0.0701249238
444	0.070074625
445	0.07004549651
446	0.06998976422
447	0.06992509992
448	0.06990915576
449	0.06987843884
450	0.06985399208
451	0.06981212271
452	0.06978399845
453	0.06973738523
454	0.0696734609
455	0.06964795605
456	0.06958324027
457	0.06957457389
458	0.06953915106
459	0.06951379633
460	0.06949208673
461	0.06947009881
462	0.06942880354
463	0.0693253348
464	0.06929572213
465	0.06916468011
466	0.06910616695
467	0.06906994381
468	0.06903260395
469	0.06899847832
470	0.06896603241
471	0.06893101558
472	0.06888150205
473	0.06885172569
474	0.06882535139
475	0.06881848555
476	0.06879732174
477	0.06877756544
478	0.06877022301
479	0.06872706431
480	0.06869394689
481	0.06868542741
482	0.06867758669
483	0.0686513022
484	0.06864291159
485	0.06862628467
486	0.06859125704
487	0.06858206321
488	0.06855505983
489	0.06852800474
490	0.06847689733
491	0.06840863384
492	0.06840495709
493	0.06838481163
494	0.06835010468
495	0.06830368199
496	0.06824033319
497	0.06817869949
498	0.068172126
499	0.06816448225
